7	2021-05-02 08:44:38	1	0	1	0
14	2021-05-02 09:03:31	1	0	1	0
1	2021-05-02 09:07:30	1	0	0	0
4	2021-05-02 09:08:14	1	0	0	0
2	2021-05-02 09:35:04	1	0	1	0
30	2021-05-02 09:39:07	1	0	1	0
32	2021-05-02 09:40:43	1	0	1	0
11	2021-05-02 09:46:46	1	0	1	0
29	2021-05-02 09:48:04	1	0	1	0
17	2021-05-02 09:55:49	1	0	1	0
10	2021-05-02 10:24:45	1	0	1	0
3	2021-05-02 10:40:33	1	0	1	0
5	2021-05-02 10:52:14	1	0	1	0
6	2021-05-02 11:28:00	1	0	1	0
7	2021-05-02 12:40:19	1	1	1	0
30	2021-05-02 12:51:27	1	1	1	0
10	2021-05-02 12:53:32	1	1	1	0
11	2021-05-02 12:57:08	1	0	1	0
11	2021-05-02 12:57:16	1	1	1	0
3	2021-05-02 12:57:23	1	1	1	0
6	2021-05-02 12:59:49	1	1	1	0
5	2021-05-02 13:01:26	1	1	1	0
1	2021-05-02 13:01:49	1	1	0	0
14	2021-05-02 13:01:56	1	1	1	0
2	2021-05-02 13:02:06	1	1	1	0
32	2021-05-02 13:03:04	1	1	1	0
29	2021-05-02 13:03:13	1	1	1	0
17	2021-05-02 13:15:02	1	1	1	0
17	2021-05-02 13:15:03	1	1	1	0
5	2021-05-02 14:07:46	1	0	1	0
32	2021-05-02 14:26:25	1	0	1	0
14	2021-05-02 14:27:52	1	0	1	0
1	2021-05-02 14:29:00	1	0	0	0
30	2021-05-02 14:31:25	1	0	1	0
6	2021-05-02 14:31:29	1	0	1	0
3	2021-05-02 14:32:59	1	0	1	0
17	2021-05-02 14:33:04	1	0	1	0
11	2021-05-02 14:33:30	1	0	1	0
7	2021-05-02 14:37:02	1	0	1	0
10	2021-05-02 15:24:48	1	0	1	0
29	2021-05-02 15:47:34	1	0	1	0
11	2021-05-02 17:27:53	1	1	1	0
29	2021-05-02 17:41:58	1	1	1	0
30	2021-05-02 17:53:40	1	1	1	0
1	2021-05-02 18:01:39	1	1	0	0
32	2021-05-02 18:01:46	1	1	1	0
14	2021-05-02 18:01:49	1	1	1	0
10	2021-05-02 18:03:21	1	1	1	0
17	2021-05-02 18:03:58	1	1	1	0
5	2021-05-02 18:04:09	1	1	1	0
6	2021-05-02 18:05:32	1	1	1	0
4	2021-05-02 18:29:45	1	1	0	0
3	2021-05-02 18:34:56	1	1	1	0
22	2021-05-02 18:46:09	1	0	1	0
22	2021-05-02 19:45:20	1	1	1	0
27	2021-05-02 20:01:20	1	0	1	0
9	2021-05-02 20:07:51	1	0	1	0
26	2021-05-02 20:08:32	1	0	1	0
17	2021-05-02 20:09:55	1	0	1	0
27	2021-05-02 21:05:29	1	1	1	0
26	2021-05-02 21:23:21	1	1	1	0
17	2021-05-02 21:23:44	1	1	1	0
7	2021-05-03 08:27:46	1	0	1	0
14	2021-05-03 08:36:11	1	0	1	0
1	2021-05-03 09:04:58	1	0	0	0
32	2021-05-03 09:09:16	1	0	1	0
4	2021-05-03 09:12:02	1	0	0	0
5	2021-05-03 09:14:53	1	0	1	0
30	2021-05-03 09:24:14	1	0	1	0
6	2021-05-03 09:30:26	1	0	1	0
17	2021-05-03 09:38:15	1	0	1	0
11	2021-05-03 09:54:06	1	0	1	0
3	2021-05-03 10:14:49	1	0	1	0
4	2021-05-03 10:34:07	1	1	0	0
10	2021-05-03 10:41:54	1	0	1	0
29	2021-05-03 10:53:26	1	0	1	0
4	2021-05-03 12:21:44	1	0	0	0
7	2021-05-03 12:40:10	1	1	1	0
10	2021-05-03 12:47:33	1	1	1	0
30	2021-05-03 12:54:17	1	1	1	0
3	2021-05-03 12:57:38	1	1	1	0
1	2021-05-03 13:00:08	1	1	0	0
32	2021-05-03 13:00:24	1	1	1	0
29	2021-05-03 13:00:52	1	1	1	0
14	2021-05-03 13:01:39	1	1	1	0
11	2021-05-03 13:01:46	1	1	1	0
6	2021-05-03 13:08:36	1	1	1	0
5	2021-05-03 13:11:22	1	1	1	0
5	2021-05-03 13:18:12	1	1	1	0
5	2021-05-03 14:09:26	1	0	1	0
17	2021-05-03 14:16:34	1	1	1	0
30	2021-05-03 14:28:22	1	0	1	0
6	2021-05-03 14:29:35	1	0	1	0
1	2021-05-03 14:30:30	1	0	0	0
3	2021-05-03 14:31:34	1	0	1	0
29	2021-05-03 14:31:43	1	0	1	0
32	2021-05-03 14:31:51	1	0	1	0
17	2021-05-03 14:32:17	1	0	1	0
14	2021-05-03 14:44:39	1	0	1	0
7	2021-05-03 14:47:51	1	0	1	0
10	2021-05-03 14:57:41	1	0	1	0
10	2021-05-03 14:57:42	1	0	1	0
11	2021-05-03 15:18:39	1	0	1	0
3	2021-05-03 15:19:08	1	1	1	0
3	2021-05-03 15:37:14	1	0	1	0
11	2021-05-03 17:41:29	1	1	1	0
30	2021-05-03 17:47:30	1	1	1	0
7	2021-05-03 17:56:11	1	1	1	0
14	2021-05-03 18:01:07	1	1	1	0
29	2021-05-03 18:01:18	1	1	1	0
10	2021-05-03 18:02:42	1	1	1	0
1	2021-05-03 18:03:04	1	1	0	0
32	2021-05-03 18:04:42	1	1	1	0
4	2021-05-03 18:06:20	1	1	0	0
6	2021-05-03 18:06:37	1	1	1	0
3	2021-05-03 18:15:47	1	1	1	0
5	2021-05-03 18:23:40	1	1	1	0
17	2021-05-03 18:45:45	1	1	1	0
22	2021-05-03 18:52:28	1	0	1	0
17	2021-05-03 19:49:00	1	0	1	0
17	2021-05-03 20:01:23	1	0	1	0
26	2021-05-03 20:16:22	1	0	1	0
22	2021-05-03 21:00:27	1	1	1	0
17	2021-05-03 21:19:00	1	1	1	0
26	2021-05-03 21:35:29	1	1	1	0
7	2021-05-04 08:22:24	1	0	1	0
14	2021-05-04 08:38:21	1	0	1	0
5	2021-05-04 09:01:55	1	0	1	0
6	2021-05-04 09:10:12	1	0	1	0
4	2021-05-04 09:10:37	1	0	0	0
8	2021-05-04 09:14:34	1	0	1	0
32	2021-05-04 09:18:26	1	0	1	0
 1	2021-05-04 09:27:50	1	0	0	0
11	2021-05-04 09:39:03	1	0	1	0
17	2021-05-04 09:42:04	1	0	1	0
17	2021-05-04 09:42:06	1	0	1	0
10	2021-05-04 09:45:20	1	0	1	0
30	2021-05-04 09:56:36	1	0	1	0
29	2021-05-04 10:24:14	1	0	1	0
 3	2021-05-04 11:05:45	1	0	1	0
 7	2021-05-04 12:38:34	1	1	1	0
 8	2021-05-04 12:46:23	1	1	1	0
10	2021-05-04 12:48:40	1	1	1	0
30	2021-05-04 12:53:03	1	1	1	0
 3	2021-05-04 12:54:16	1	1	1	0
11	2021-05-04 12:59:25	1	1	1	0
29	2021-05-04 13:00:16	1	1	1	0
 1	2021-05-04 13:02:49	1	0	0	0
14	2021-05-04 13:04:00	1	1	1	0
32	2021-05-04 13:04:19	1	1	1	0
 6	2021-05-04 13:06:25	1	1	1	0
 5	2021-05-04 13:15:30	1	1	1	0
17	2021-05-04 13:18:15	1	1	1	0
 5	2021-05-04 14:18:18	1	0	1	0
 7	2021-05-04 14:29:53	1	0	1	0
 1	2021-05-04 14:30:13	1	0	0	0
 6	2021-05-04 14:30:37	1	0	1	0
30	2021-05-04 14:31:11	1	0	1	0
11	2021-05-04 14:31:39	1	0	1	0
17	2021-05-04 14:32:30	1	0	1	0
 3	2021-05-04 14:35:15	1	0	1	0
14	2021-05-04 14:36:35	1	1	1	0
29	2021-05-04 14:40:43	1	0	1	0
32	2021-05-04 14:50:52	1	0	1	0
10	2021-05-04 15:53:14	1	0	1	0
 1	2021-05-04 17:02:17	1	1	0	0
11	2021-05-04 17:23:40	1	1	1	0
 6	2021-05-04 17:53:21	1	1	1	0
 7	2021-05-04 17:53:28	1	1	1	0
29	2021-05-04 17:59:54	1	1	1	0
14	2021-05-04 18:00:19	1	1	1	0
17	2021-05-04 18:02:20	1	1	1	0
17	2021-05-04 18:02:23	1	1	1	0
 4	2021-05-04 18:03:49	1	1	0	0
32	2021-05-04 18:04:00	1	1	1	0
 3	2021-05-04 18:07:34	1	1	1	0
 5	2021-05-04 18:08:38	1	1	1	0
10	2021-05-04 18:23:56	1	1	1	0
22	2021-05-04 18:48:11	1	0	1	0
 9	2021-05-04 19:43:15	1	0	1	0
27	2021-05-04 20:02:19	1	0	1	0
22	2021-05-04 20:07:22	1	1	1	0
26	2021-05-04 20:08:57	1	0	1	0
26	2021-05-04 20:08:58	1	0	1	0
26	2021-05-04 20:09:04	1	0	1	0
17	2021-05-04 20:15:16	1	0	1	0
27	2021-05-04 20:57:30	1	1	1	0
17	2021-05-04 21:22:36	1	1	1	0
17	2021-05-04 21:22:38	1	1	1	0
26	2021-05-04 21:40:07	1	1	1	0
 7	2021-05-05 08:30:19	1	0	1	0
14	2021-05-05 08:36:08	1	0	1	0
 4	2021-05-05 09:06:44	1	0	0	0
 1	2021-05-05 09:09:36	1	0	0	0
 8	2021-05-05 09:17:40	1	0	1	0
17	2021-05-05 09:25:42	1	0	1	0
29	2021-05-05 09:30:45	1	0	1	0
 6	2021-05-05 09:33:11	1	0	1	0
32	2021-05-05 09:51:54	1	0	1	0
10	2021-05-05 09:58:02	1	0	1	0
 5	2021-05-05 10:07:41	1	0	1	0
30	2021-05-05 10:11:32	1	0	1	0
 3	2021-05-05 10:14:37	1	0	1	0
11	2021-05-05 10:21:42	1	0	1	0
 8	2021-05-05 12:39:41	1	1	1	0
30	2021-05-05 12:53:36	1	1	1	0
 3	2021-05-05 12:55:40	1	1	1	0
 1	2021-05-05 13:00:07	1	1	0	0
 6	2021-05-05 13:00:14	1	1	1	0
11	2021-05-05 13:01:04	1	1	1	0
32	2021-05-05 13:01:06	1	1	1	0
14	2021-05-05 13:01:09	1	1	1	0
29	2021-05-05 13:01:17	1	1	1	0
17	2021-05-05 13:01:39	1	1	1	0
 5	2021-05-05 13:03:28	1	1	1	0
 5	2021-05-05 14:11:36	1	0	1	0
32	2021-05-05 14:19:27	1	0	1	0
11	2021-05-05 14:23:41	1	0	1	0
17	2021-05-05 14:28:23	1	1	1	0
17	2021-05-05 14:28:25	1	1	1	0
14	2021-05-05 14:30:13	1	0	1	0
17	2021-05-05 14:31:47	1	0	1	0
29	2021-05-05 14:31:54	1	0	1	0
 1	2021-05-05 14:33:30	1	0	0	0
 6	2021-05-05 14:36:48	1	1	1	0
 6	2021-05-05 14:36:56	1	0	1	0
 3	2021-05-05 14:49:09	1	0	1	0
10	2021-05-05 15:20:25	1	0	1	0
 1	2021-05-05 16:08:00	1	1	0	0
29	2021-05-05 16:50:24	1	1	1	0
11	2021-05-05 17:47:52	1	1	1	0
 7	2021-05-05 17:58:48	1	1	1	0
17	2021-05-05 18:00:51	1	1	1	0
 5	2021-05-05 18:02:24	1	1	1	0
 3	2021-05-05 18:02:40	1	1	1	0
14	2021-05-05 18:02:49	1	1	1	0
17	2021-05-05 18:02:57	1	1	1	0
32	2021-05-05 18:03:20	1	1	1	0
 4	2021-05-05 18:04:10	1	1	0	0
10	2021-05-05 18:05:11	1	1	1	0
 6	2021-05-05 18:38:16	1	1	1	0
 6	2021-05-05 18:43:52	1	1	1	0
 9	2021-05-05 19:48:44	1	0	1	0
17	2021-05-05 20:03:55	1	0	1	0
26	2021-05-05 20:10:22	1	0	1	0
17	2021-05-05 21:34:05	1	1	1	0
17	2021-05-05 21:34:12	1	1	1	0
26	2021-05-05 21:43:22	1	1	1	0
 7	2021-05-06 08:31:23	1	0	1	0
14	2021-05-06 08:45:43	1	0	1	0
 5	2021-05-06 09:04:42	1	0	1	0
 4	2021-05-06 09:07:03	1	0	0	0
 1	2021-05-06 09:11:08	1	0	0	0
32	2021-05-06 09:25:09	1	0	1	0
17	2021-05-06 09:26:07	1	0	1	0
29	2021-05-06 09:30:56	1	0	1	0
